payment_id,ride_id,payment_method,payment_status,tip_amount
P02700,R02700,Credit Card,Success,85.57
P02701,R02701,UPI,Failed,78.01
P02702,R02702,Credit Card,Pending,30.23
P02703,R02703,Debit Card,Pending,81.72
P02704,R02704,Cash,Success,142.68
P02705,R02705,UPI,Failed,94.55
P02706,R02706,Debit Card,Pending,136.59
P02707,R02707,Debit Card,Success,44.02
P02708,R02708,Credit Card,Pending,111.31
P02709,R02709,Debit Card,Success,136.89
P02710,R02710,Debit Card,Success,47.82
P02711,R02711,Debit Card,Success,64.52
P02712,R02712,Credit Card,Pending,87.78
P02713,R02713,UPI,Success,132.74
P02714,R02714,UPI,Pending,149.89
P02715,R02715,Credit Card,Success,45.1
P02716,R02716,Credit Card,Failed,47.1
P02717,R02717,Debit Card,Success,21.27
P02718,R02718,Credit Card,Pending,126.49
P02719,R02719,UPI,Pending,90.91
P02720,R02720,Credit Card,Success,14.08
P02721,R02721,UPI,Success,59.56
P02722,R02722,Cash,Success,96.84
P02723,R02723,Credit Card,Success,106.18
P02724,R02724,Debit Card,Failed,0.02
P02725,R02725,Cash,Success,81.42
P02726,R02726,Debit Card,Success,7.07
P02727,R02727,Debit Card,Pending,102.8
P02728,R02728,Credit Card,Pending,100.65
P02729,R02729,Debit Card,Failed,23.97
P02730,R02730,Credit Card,Failed,7.88
P02731,R02731,UPI,Success,37.8
P02732,R02732,Credit Card,Pending,69.29
P02733,R02733,Credit Card,Pending,142.24
P02734,R02734,Cash,Success,71.43
P02735,R02735,Cash,Failed,55.77
P02736,R02736,UPI,Failed,91.66
P02737,R02737,Credit Card,Failed,70.52
P02738,R02738,Cash,Success,43.79
P02739,R02739,Cash,Success,36.34
P02740,R02740,Credit Card,Failed,118.82
P02741,R02741,UPI,Failed,114.93
P02742,R02742,Cash,Success,0.23
P02743,R02743,Debit Card,Success,36.51
P02744,R02744,Credit Card,Success,107.29
P02745,R02745,Credit Card,Failed,52.23
P02746,R02746,Debit Card,Failed,135.0
P02747,R02747,UPI,Failed,8.44
P02748,R02748,Credit Card,Pending,42.34
P02749,R02749,Credit Card,Success,81.65
P02750,R02750,Debit Card,Failed,112.25
P02751,R02751,UPI,Failed,50.14
P02752,R02752,Cash,Pending,9.43
P02753,R02753,Credit Card,Failed,130.12
P02754,R02754,Credit Card,Success,18.53
P02755,R02755,UPI,Success,90.08
P02756,R02756,UPI,Success,111.04
P02757,R02757,Debit Card,Failed,87.73
P02758,R02758,Cash,Failed,42.38
P02759,R02759,Credit Card,Failed,13.55
P02760,R02760,Cash,Pending,13.96
P02761,R02761,Credit Card,Pending,41.51
P02762,R02762,Credit Card,Pending,142.57
P02763,R02763,Debit Card,Pending,88.31
P02764,R02764,UPI,Pending,133.95
P02765,R02765,Debit Card,Success,24.67
P02766,R02766,Cash,Success,57.23
P02767,R02767,Debit Card,Failed,3.04
P02768,R02768,Debit Card,Pending,16.62
P02769,R02769,UPI,Failed,126.3
P02770,R02770,Cash,Failed,47.43
P02771,R02771,Credit Card,Failed,101.33
P02772,R02772,Credit Card,Failed,71.14
P02773,R02773,UPI,Pending,20.54
P02774,R02774,UPI,Failed,115.4
P02775,R02775,Credit Card,Success,54.07
P02776,R02776,Debit Card,Failed,57.53
P02777,R02777,Cash,Failed,73.15
P02778,R02778,Credit Card,Pending,56.27
P02779,R02779,Debit Card,Pending,34.5
P02780,R02780,Credit Card,Success,2.54
P02781,R02781,Cash,Success,0.23
P02782,R02782,Debit Card,Pending,141.21
P02783,R02783,Debit Card,Success,20.49
P02784,R02784,UPI,Failed,101.4
P02785,R02785,UPI,Success,45.42
P02786,R02786,UPI,Success,4.89
P02787,R02787,UPI,Failed,107.56
P02788,R02788,Cash,Success,34.0
P02789,R02789,Cash,Pending,95.79
P02790,R02790,Cash,Pending,105.5
P02791,R02791,Debit Card,Success,113.64
P02792,R02792,Cash,Failed,116.69
P02793,R02793,UPI,Success,51.93
P02794,R02794,Credit Card,Success,102.47
P02795,R02795,Cash,Pending,101.35
P02796,R02796,Credit Card,Failed,70.44
P02797,R02797,Debit Card,Success,145.71
P02798,R02798,Cash,Pending,147.71
P02799,R02799,Cash,Failed,82.18
P02800,R02800,Debit Card,Success,32.9
P02801,R02801,Cash,Success,44.26
P02802,R02802,Credit Card,Success,125.21
P02803,R02803,Cash,Pending,53.31
P02804,R02804,Cash,Success,24.35
P02805,R02805,Debit Card,Failed,109.45
P02806,R02806,Cash,Pending,7.07
P02807,R02807,Credit Card,Failed,24.08
P02808,R02808,UPI,Pending,122.58
P02809,R02809,Credit Card,Pending,14.37
P02810,R02810,Credit Card,Failed,15.92
P02811,R02811,Cash,Failed,80.7
P02812,R02812,UPI,Failed,81.89
P02813,R02813,Cash,Success,136.43
P02814,R02814,Cash,Pending,14.74
P02815,R02815,UPI,Failed,65.51
P02816,R02816,UPI,Pending,83.4
P02817,R02817,Cash,Pending,18.28
P02818,R02818,UPI,Success,51.23
P02819,R02819,Credit Card,Pending,65.4
P02820,R02820,UPI,Success,31.2
P02821,R02821,UPI,Pending,148.64
P02822,R02822,Credit Card,Pending,7.9
P02823,R02823,Credit Card,Pending,142.86
P02824,R02824,Credit Card,Failed,12.01
P02825,R02825,Cash,Success,122.18
P02826,R02826,Cash,Failed,6.01
P02827,R02827,Credit Card,Pending,127.85
P02828,R02828,UPI,Success,102.01
P02829,R02829,UPI,Success,24.72
P02830,R02830,UPI,Success,63.92
P02831,R02831,Cash,Success,66.01
P02832,R02832,Credit Card,Failed,134.05
P02833,R02833,Debit Card,Pending,49.5
P02834,R02834,Credit Card,Success,6.32
P02835,R02835,UPI,Failed,64.54
P02836,R02836,Cash,Success,147.68
P02837,R02837,Cash,Pending,91.86
P02838,R02838,UPI,Success,123.66
P02839,R02839,Debit Card,Success,147.25
P02840,R02840,Debit Card,Failed,137.88
P02841,R02841,Debit Card,Pending,27.61
P02842,R02842,UPI,Failed,62.98
P02843,R02843,UPI,Success,36.41
P02844,R02844,Credit Card,Failed,48.65
P02845,R02845,UPI,Success,47.01
P02846,R02846,Debit Card,Success,46.08
P02847,R02847,Cash,Failed,75.44
P02848,R02848,Debit Card,Pending,21.84
P02849,R02849,UPI,Pending,88.52
P02850,R02850,Credit Card,Pending,26.84
P02851,R02851,Debit Card,Pending,78.94
P02852,R02852,Cash,Success,66.56
P02853,R02853,Credit Card,Success,135.01
P02854,R02854,Debit Card,Pending,55.35
P02855,R02855,Credit Card,Failed,96.38
P02856,R02856,UPI,Pending,120.05
P02857,R02857,UPI,Success,123.68
P02858,R02858,Debit Card,Pending,112.41
P02859,R02859,Cash,Success,63.0
P02860,R02860,Credit Card,Success,149.05
P02861,R02861,Credit Card,Pending,26.71
P02862,R02862,UPI,Pending,2.54
P02863,R02863,Cash,Pending,145.51
P02864,R02864,Credit Card,Failed,12.2
P02865,R02865,UPI,Failed,74.93
P02866,R02866,Credit Card,Failed,68.55
P02867,R02867,UPI,Failed,121.88
P02868,R02868,Cash,Failed,148.55
P02869,R02869,Cash,Success,102.27
P02870,R02870,Debit Card,Success,14.33
P02871,R02871,Credit Card,Success,25.4
P02872,R02872,Credit Card,Success,119.41
P02873,R02873,UPI,Pending,115.95
P02874,R02874,Cash,Failed,35.24
P02875,R02875,Debit Card,Failed,103.09
P02876,R02876,UPI,Pending,43.33
P02877,R02877,Credit Card,Success,39.34
P02878,R02878,UPI,Failed,36.99
P02879,R02879,Cash,Success,107.37
P02880,R02880,Cash,Failed,5.19
P02881,R02881,Debit Card,Pending,15.06
P02882,R02882,Cash,Success,129.79
P02883,R02883,Debit Card,Failed,36.64
P02884,R02884,UPI,Failed,82.86
P02885,R02885,Debit Card,Success,143.65
P02886,R02886,Debit Card,Success,54.13
P02887,R02887,Debit Card,Failed,55.79
P02888,R02888,UPI,Success,84.82
P02889,R02889,Cash,Success,93.44
P02890,R02890,UPI,Pending,105.52
P02891,R02891,Debit Card,Failed,135.39
P02892,R02892,Cash,Failed,117.03
P02893,R02893,Credit Card,Success,117.37
P02894,R02894,Debit Card,Success,7.03
P02895,R02895,Cash,Pending,89.17
P02896,R02896,Debit Card,Success,10.92
P02897,R02897,Cash,Pending,68.7
P02898,R02898,Debit Card,Success,4.8
P02899,R02899,Debit Card,Failed,19.44
P02900,R02900,Credit Card,Pending,117.03
P02901,R02901,Credit Card,Success,131.78
P02902,R02902,Debit Card,Failed,89.65
P02903,R02903,UPI,Success,1.26
P02904,R02904,Credit Card,Success,63.64
P02905,R02905,Debit Card,Success,127.44
P02906,R02906,Credit Card,Pending,7.18
P02907,R02907,Credit Card,Failed,111.52
P02908,R02908,Credit Card,Failed,14.75
P02909,R02909,UPI,Failed,144.98
P02910,R02910,Credit Card,Pending,136.22
P02911,R02911,UPI,Failed,5.04
P02912,R02912,Cash,Pending,66.13
P02913,R02913,Debit Card,Pending,120.67
P02914,R02914,Credit Card,Pending,28.99
P02915,R02915,UPI,Success,74.39
P02916,R02916,Cash,Pending,43.26
P02917,R02917,Cash,Failed,35.07
P02918,R02918,Credit Card,Pending,19.65
P02919,R02919,Cash,Pending,144.78
P02920,R02920,Credit Card,Failed,132.56
P02921,R02921,Credit Card,Success,144.14
P02922,R02922,Cash,Pending,14.06
P02923,R02923,Debit Card,Pending,63.33
P02924,R02924,Credit Card,Failed,18.11
P02925,R02925,Credit Card,Success,94.87
P02926,R02926,Cash,Success,78.58
P02927,R02927,UPI,Failed,126.9
P02928,R02928,UPI,Pending,40.47
P02929,R02929,Credit Card,Failed,107.27
P02930,R02930,UPI,Failed,61.8
P02931,R02931,Cash,Pending,50.22
P02932,R02932,Debit Card,Success,109.32
P02933,R02933,Cash,Pending,80.26
P02934,R02934,Debit Card,Pending,107.48
P02935,R02935,Cash,Success,29.94
P02936,R02936,Credit Card,Pending,108.99
P02937,R02937,Cash,Success,27.02
P02938,R02938,Debit Card,Pending,98.29
P02939,R02939,Credit Card,Success,141.83
P02940,R02940,Debit Card,Failed,140.72
P02941,R02941,Credit Card,Failed,48.1
P02942,R02942,Credit Card,Failed,98.57
P02943,R02943,Cash,Success,97.05
P02944,R02944,Debit Card,Pending,14.91
P02945,R02945,Credit Card,Failed,21.69
P02946,R02946,Cash,Pending,29.52
P02947,R02947,Credit Card,Failed,116.32
P02948,R02948,Credit Card,Success,53.34
P02949,R02949,Credit Card,Success,47.53
P02950,R02950,UPI,Pending,96.4
P02951,R02951,UPI,Pending,55.88
P02952,R02952,Debit Card,Success,52.96
P02953,R02953,UPI,Failed,14.71
P02954,R02954,UPI,Success,79.25
P02955,R02955,Cash,Failed,3.39
P02956,R02956,UPI,Failed,140.03
P02957,R02957,Credit Card,Success,99.8
P02958,R02958,Debit Card,Failed,71.97
P02959,R02959,UPI,Failed,29.42
P02960,R02960,Cash,Success,124.21
P02961,R02961,Debit Card,Pending,47.93
P02962,R02962,UPI,Pending,131.65
P02963,R02963,Debit Card,Pending,15.49
P02964,R02964,Debit Card,Pending,2.23
P02965,R02965,UPI,Pending,73.55
P02966,R02966,Credit Card,Pending,38.42
P02967,R02967,Credit Card,Failed,67.99
P02968,R02968,UPI,Failed,141.92
P02969,R02969,Credit Card,Success,101.99
P02970,R02970,Cash,Failed,33.68
P02971,R02971,Credit Card,Failed,139.69
P02972,R02972,Cash,Pending,56.15
P02973,R02973,Credit Card,Pending,32.06
P02974,R02974,Debit Card,Success,62.53
P02975,R02975,Credit Card,Pending,120.15
P02976,R02976,Cash,Failed,80.73
P02977,R02977,Credit Card,Pending,35.32
P02978,R02978,Debit Card,Pending,3.49
P02979,R02979,Credit Card,Failed,22.45
P02980,R02980,Cash,Pending,42.08
P02981,R02981,Cash,Success,144.38
P02982,R02982,Credit Card,Pending,90.34
P02983,R02983,Cash,Success,138.24
P02984,R02984,Credit Card,Pending,127.97
P02985,R02985,Cash,Failed,10.44
P02986,R02986,Credit Card,Success,26.3
P02987,R02987,Cash,Success,84.88
P02988,R02988,Credit Card,Success,117.96
P02989,R02989,Debit Card,Success,5.49
P02990,R02990,Debit Card,Pending,15.0
P02991,R02991,Cash,Success,101.34
P02992,R02992,Credit Card,Pending,4.64
P02993,R02993,UPI,Success,79.24
P02994,R02994,Credit Card,Pending,10.51
P02995,R02995,Cash,Pending,80.24
P02996,R02996,Debit Card,Failed,138.89
P02997,R02997,UPI,Success,5.04
P02998,R02998,UPI,Pending,130.92
P02999,R02999,UPI,Pending,124.43
P03000,R03000,Debit Card,Pending,72.05
P03001,R03001,UPI,Success,56.47
P03002,R03002,Debit Card,Pending,67.03
P03003,R03003,Debit Card,Success,88.28
P03004,R03004,Cash,Success,62.4
P03005,R03005,Debit Card,Failed,62.4
P03006,R03006,Cash,Success,3.98
P03007,R03007,UPI,Success,55.97
P03008,R03008,Debit Card,Failed,26.04
P03009,R03009,UPI,Failed,141.54
P03010,R03010,Cash,Failed,108.48
P03011,R03011,Credit Card,Failed,111.94
P03012,R03012,Debit Card,Failed,72.74
P03013,R03013,Cash,Success,149.91
P03014,R03014,Debit Card,Pending,111.95
P03015,R03015,Cash,Failed,80.96
P03016,R03016,Debit Card,Success,42.34
P03017,R03017,Cash,Success,72.88
P03018,R03018,Cash,Success,127.02
P03019,R03019,UPI,Success,100.78
P03020,R03020,Credit Card,Failed,47.61
P03021,R03021,Cash,Success,30.01
P03022,R03022,Cash,Pending,142.44
P03023,R03023,Debit Card,Failed,137.94
P03024,R03024,Debit Card,Pending,121.33
P03025,R03025,Cash,Pending,39.47
P03026,R03026,Cash,Success,30.27
P03027,R03027,Credit Card,Failed,5.12
P03028,R03028,Debit Card,Success,13.89
P03029,R03029,UPI,Failed,15.59
P03030,R03030,Credit Card,Pending,43.36
P03031,R03031,Cash,Pending,124.42
P03032,R03032,Debit Card,Failed,55.72
P03033,R03033,UPI,Success,144.12
P03034,R03034,Cash,Pending,20.48
P03035,R03035,UPI,Success,23.13
P03036,R03036,Debit Card,Success,50.03
P03037,R03037,UPI,Failed,95.55
P03038,R03038,Credit Card,Pending,60.48
P03039,R03039,Debit Card,Failed,21.11
P03040,R03040,UPI,Success,82.8
P03041,R03041,Debit Card,Failed,36.79
P03042,R03042,UPI,Pending,77.17
P03043,R03043,Credit Card,Success,73.52
P03044,R03044,Credit Card,Failed,38.22
P03045,R03045,Credit Card,Success,5.31
P03046,R03046,UPI,Success,69.32
P03047,R03047,Debit Card,Failed,67.64
P03048,R03048,Debit Card,Failed,34.52
P03049,R03049,UPI,Success,43.43
P03050,R03050,Debit Card,Failed,32.46
P03051,R03051,Cash,Failed,100.56
P03052,R03052,Debit Card,Failed,134.82
P03053,R03053,Credit Card,Success,62.86
P03054,R03054,Debit Card,Success,144.59
P03055,R03055,Cash,Failed,9.67
P03056,R03056,Credit Card,Failed,1.27
P03057,R03057,Cash,Pending,124.0
P03058,R03058,Credit Card,Success,140.05
P03059,R03059,UPI,Success,81.93
P03060,R03060,Debit Card,Failed,43.12
P03061,R03061,UPI,Pending,94.52
P03062,R03062,UPI,Pending,103.61
P03063,R03063,Credit Card,Success,122.89
P03064,R03064,Credit Card,Success,45.17
P03065,R03065,UPI,Pending,52.79
P03066,R03066,Credit Card,Success,9.12
P03067,R03067,Cash,Failed,101.81
P03068,R03068,Cash,Pending,138.35
P03069,R03069,Credit Card,Failed,121.47
P03070,R03070,Cash,Failed,23.31
P03071,R03071,Debit Card,Pending,53.29
P03072,R03072,UPI,Success,149.89
P03073,R03073,UPI,Success,39.76
P03074,R03074,Debit Card,Pending,7.08
P03075,R03075,Debit Card,Pending,148.27
P03076,R03076,Cash,Pending,88.75
P03077,R03077,Cash,Failed,66.05
P03078,R03078,UPI,Pending,29.16
P03079,R03079,Cash,Failed,41.9
P03080,R03080,Debit Card,Failed,108.76
P03081,R03081,Cash,Pending,127.86
P03082,R03082,Debit Card,Success,100.15
P03083,R03083,Cash,Pending,72.07
P03084,R03084,Cash,Success,35.24
P03085,R03085,Debit Card,Failed,135.85
P03086,R03086,Debit Card,Pending,103.0
P03087,R03087,Cash,Pending,9.14
P03088,R03088,Cash,Success,56.32
P03089,R03089,Debit Card,Failed,53.87
P03090,R03090,UPI,Failed,105.23
P03091,R03091,Cash,Success,70.36
P03092,R03092,Debit Card,Pending,37.03
P03093,R03093,Credit Card,Pending,105.45
P03094,R03094,Debit Card,Failed,75.61
P03095,R03095,UPI,Failed,67.59
P03096,R03096,Cash,Success,116.91
P03097,R03097,Credit Card,Pending,7.78
P03098,R03098,UPI,Pending,71.24
P03099,R03099,Credit Card,Failed,84.21
P03100,R03100,Credit Card,Success,121.5
P03101,R03101,Cash,Pending,81.11
P03102,R03102,UPI,Success,78.66
P03103,R03103,Credit Card,Failed,76.57
P03104,R03104,UPI,Pending,44.69
P03105,R03105,Debit Card,Failed,111.99
P03106,R03106,Debit Card,Failed,123.54
P03107,R03107,Cash,Success,149.78
P03108,R03108,UPI,Failed,17.1
P03109,R03109,Cash,Success,18.06
P03110,R03110,Credit Card,Pending,37.29
P03111,R03111,Credit Card,Pending,42.45
P03112,R03112,Credit Card,Success,29.04
P03113,R03113,Cash,Success,15.53
P03114,R03114,Debit Card,Failed,10.54
P03115,R03115,Credit Card,Failed,63.5
P03116,R03116,Debit Card,Failed,11.24
P03117,R03117,Cash,Success,121.04
P03118,R03118,UPI,Failed,34.07
P03119,R03119,UPI,Pending,4.84
P03120,R03120,Cash,Success,3.68
P03121,R03121,UPI,Pending,79.99
P03122,R03122,Credit Card,Pending,7.87
P03123,R03123,Cash,Failed,134.99
P03124,R03124,Cash,Failed,32.23
P03125,R03125,Credit Card,Pending,15.02
P03126,R03126,Debit Card,Success,7.53
P03127,R03127,Credit Card,Failed,48.37
P03128,R03128,Debit Card,Success,126.62
P03129,R03129,Credit Card,Failed,75.88
P03130,R03130,UPI,Pending,8.52
P03131,R03131,Cash,Success,37.32
P03132,R03132,Debit Card,Failed,94.15
P03133,R03133,Debit Card,Pending,140.62
P03134,R03134,Debit Card,Pending,38.83
P03135,R03135,Credit Card,Pending,144.05
P03136,R03136,Debit Card,Pending,80.13
P03137,R03137,Cash,Pending,91.47
P03138,R03138,Credit Card,Pending,6.0
P03139,R03139,Credit Card,Success,116.25
P03140,R03140,Cash,Success,26.92
P03141,R03141,UPI,Failed,31.8
P03142,R03142,Credit Card,Failed,113.12
P03143,R03143,Debit Card,Failed,115.71
P03144,R03144,Cash,Pending,83.37
P03145,R03145,Debit Card,Failed,143.92
P03146,R03146,Cash,Pending,30.32
P03147,R03147,Credit Card,Success,75.88
P03148,R03148,Debit Card,Pending,58.39
P03149,R03149,Debit Card,Success,54.64
P03150,R03150,Debit Card,Success,98.87
P03151,R03151,Debit Card,Failed,69.19
P03152,R03152,UPI,Pending,72.3
P03153,R03153,UPI,Pending,77.44
P03154,R03154,Credit Card,Failed,80.72
P03155,R03155,Cash,Success,91.47
P03156,R03156,Credit Card,Pending,79.46
P03157,R03157,Cash,Success,112.95
P03158,R03158,Credit Card,Failed,36.73
P03159,R03159,Debit Card,Success,59.93
P03160,R03160,Cash,Failed,116.88
P03161,R03161,Cash,Failed,81.42
P03162,R03162,Cash,Success,118.53
P03163,R03163,Debit Card,Success,84.62
P03164,R03164,Cash,Failed,140.38
P03165,R03165,Credit Card,Failed,140.94
P03166,R03166,UPI,Pending,131.12
P03167,R03167,Debit Card,Failed,20.32
P03168,R03168,Cash,Success,68.39
P03169,R03169,Credit Card,Failed,26.34
P03170,R03170,Debit Card,Success,110.44
P03171,R03171,Debit Card,Pending,42.53
P03172,R03172,UPI,Failed,143.62
P03173,R03173,UPI,Pending,116.57
P03174,R03174,Debit Card,Pending,128.48
P03175,R03175,Cash,Success,73.15
P03176,R03176,UPI,Failed,72.53
P03177,R03177,UPI,Failed,42.29
P03178,R03178,Debit Card,Failed,97.72
P03179,R03179,Cash,Pending,124.23
P03180,R03180,UPI,Failed,137.33
P03181,R03181,UPI,Success,136.75
P03182,R03182,Debit Card,Pending,74.22
P03183,R03183,Debit Card,Failed,116.52
P03184,R03184,Credit Card,Success,36.73
P03185,R03185,Credit Card,Pending,142.58
P03186,R03186,Credit Card,Failed,147.2
P03187,R03187,Credit Card,Success,107.83
P03188,R03188,Credit Card,Pending,8.04
P03189,R03189,Debit Card,Pending,44.82
P03190,R03190,Debit Card,Pending,52.96
P03191,R03191,Cash,Pending,30.79
P03192,R03192,UPI,Success,59.99
P03193,R03193,UPI,Failed,145.16
P03194,R03194,Credit Card,Failed,104.33
P03195,R03195,Cash,Pending,60.98
P03196,R03196,Debit Card,Failed,85.59
P03197,R03197,Cash,Success,139.24
P03198,R03198,Credit Card,Failed,52.88
P03199,R03199,Credit Card,Pending,145.69
P03200,R03200,Cash,Failed,136.8
P03201,R03201,UPI,Pending,122.55
P03202,R03202,UPI,Pending,29.25
P03203,R03203,Debit Card,Failed,40.45
P03204,R03204,Debit Card,Pending,128.33
P03205,R03205,UPI,Pending,13.46
P03206,R03206,Credit Card,Success,23.0
P03207,R03207,Debit Card,Failed,131.65
P03208,R03208,Credit Card,Pending,2.36
P03209,R03209,Cash,Success,140.83
P03210,R03210,Credit Card,Pending,60.1
P03211,R03211,Debit Card,Success,49.51
P03212,R03212,Debit Card,Pending,45.21
P03213,R03213,Debit Card,Pending,41.86
P03214,R03214,UPI,Success,126.64
P03215,R03215,Cash,Success,138.0
P03216,R03216,Cash,Success,126.4
P03217,R03217,Debit Card,Failed,121.04
P03218,R03218,Cash,Success,23.54
P03219,R03219,UPI,Failed,68.03
P03220,R03220,Credit Card,Pending,87.54
P03221,R03221,Credit Card,Pending,35.81
P03222,R03222,UPI,Success,100.92
P03223,R03223,UPI,Pending,89.18
P03224,R03224,UPI,Success,86.92
P03225,R03225,Cash,Pending,38.08
P03226,R03226,Cash,Pending,20.61
P03227,R03227,Cash,Success,107.81
P03228,R03228,Debit Card,Pending,26.63
P03229,R03229,Credit Card,Pending,40.6
P03230,R03230,Debit Card,Failed,144.57
P03231,R03231,UPI,Success,46.57
P03232,R03232,Credit Card,Failed,43.34
P03233,R03233,Cash,Pending,41.23
P03234,R03234,Cash,Pending,7.18
P03235,R03235,UPI,Pending,96.12
P03236,R03236,UPI,Success,10.97
P03237,R03237,Credit Card,Success,114.56
P03238,R03238,Cash,Failed,2.42
P03239,R03239,Cash,Success,11.06
P03240,R03240,Cash,Success,58.28
P03241,R03241,Debit Card,Pending,67.27
P03242,R03242,Cash,Success,70.71
P03243,R03243,Debit Card,Pending,53.79
P03244,R03244,Cash,Pending,90.69
P03245,R03245,UPI,Failed,137.33
P03246,R03246,Credit Card,Success,120.3
P03247,R03247,UPI,Pending,106.32
P03248,R03248,Cash,Success,72.01
P03249,R03249,Debit Card,Pending,61.77
P03250,R03250,UPI,Failed,130.78
P03251,R03251,UPI,Pending,41.92
P03252,R03252,UPI,Failed,140.84
P03253,R03253,UPI,Pending,30.82
P03254,R03254,UPI,Failed,0.43
P03255,R03255,Credit Card,Pending,95.27
P03256,R03256,Credit Card,Success,113.61
P03257,R03257,Debit Card,Failed,133.4
P03258,R03258,UPI,Failed,24.28
P03259,R03259,UPI,Failed,28.06
P03260,R03260,UPI,Failed,53.49
P03261,R03261,UPI,Pending,137.6
P03262,R03262,UPI,Pending,26.95
P03263,R03263,Credit Card,Pending,65.08
P03264,R03264,UPI,Success,61.12
P03265,R03265,Cash,Pending,116.76
P03266,R03266,Cash,Pending,117.01
P03267,R03267,UPI,Pending,104.8
P03268,R03268,UPI,Pending,88.14
P03269,R03269,Debit Card,Success,65.1
P03270,R03270,UPI,Failed,17.77
P03271,R03271,Credit Card,Failed,17.49
P03272,R03272,Cash,Pending,133.08
P03273,R03273,Debit Card,Failed,17.61
P03274,R03274,Debit Card,Failed,38.1
P03275,R03275,Credit Card,Pending,14.56
P03276,R03276,Debit Card,Pending,132.81
P03277,R03277,UPI,Pending,126.81
P03278,R03278,Debit Card,Success,129.58
P03279,R03279,UPI,Success,13.08
P03280,R03280,Cash,Failed,14.88
P03281,R03281,UPI,Failed,81.55
P03282,R03282,Cash,Failed,55.48
P03283,R03283,UPI,Failed,149.36
P03284,R03284,Credit Card,Success,12.1
P03285,R03285,UPI,Success,58.74
P03286,R03286,Credit Card,Pending,45.35
P03287,R03287,Credit Card,Pending,69.51
P03288,R03288,Debit Card,Pending,18.2
P03289,R03289,UPI,Pending,36.88
P03290,R03290,Credit Card,Success,97.83
P03291,R03291,Cash,Pending,55.49
P03292,R03292,Credit Card,Failed,58.36
P03293,R03293,UPI,Failed,131.65
P03294,R03294,UPI,Failed,38.04
P03295,R03295,UPI,Failed,132.19
P03296,R03296,UPI,Pending,55.32
P03297,R03297,Cash,Success,26.84
P03298,R03298,Credit Card,Success,85.34
P03299,R03299,UPI,Success,59.09
P03300,R03300,Debit Card,Pending,139.67
P03301,R03301,Cash,Pending,73.4
P03302,R03302,Debit Card,Pending,105.92
P03303,R03303,Cash,Failed,30.17
P03304,R03304,Debit Card,Success,115.06
P03305,R03305,Debit Card,Success,28.52
P03306,R03306,Cash,Success,141.29
P03307,R03307,Cash,Failed,130.35
P03308,R03308,Credit Card,Pending,58.07
P03309,R03309,Debit Card,Failed,119.42
P03310,R03310,Debit Card,Pending,113.38
P03311,R03311,Credit Card,Pending,120.92
P03312,R03312,Debit Card,Success,59.58
P03313,R03313,UPI,Pending,23.49
P03314,R03314,Cash,Success,117.46
P03315,R03315,Credit Card,Failed,60.57
P03316,R03316,Debit Card,Success,90.71
P03317,R03317,Credit Card,Success,34.72
P03318,R03318,Credit Card,Success,128.1
P03319,R03319,Cash,Pending,60.74
P03320,R03320,Credit Card,Failed,9.01
P03321,R03321,Cash,Success,89.17
P03322,R03322,UPI,Failed,1.65
P03323,R03323,UPI,Success,101.9
P03324,R03324,Credit Card,Pending,149.46
P03325,R03325,Credit Card,Failed,95.52
P03326,R03326,UPI,Success,80.25
P03327,R03327,Cash,Pending,47.43
P03328,R03328,Debit Card,Failed,85.03
P03329,R03329,Cash,Failed,42.23
P03330,R03330,Cash,Failed,144.45
P03331,R03331,UPI,Pending,92.34
P03332,R03332,Credit Card,Success,71.75
P03333,R03333,UPI,Pending,120.12
P03334,R03334,UPI,Pending,31.96
P03335,R03335,Credit Card,Pending,34.43
P03336,R03336,Debit Card,Failed,60.89
P03337,R03337,Debit Card,Success,101.61
P03338,R03338,UPI,Pending,24.84
P03339,R03339,Cash,Pending,120.13
P03340,R03340,Credit Card,Pending,131.06
P03341,R03341,Cash,Failed,15.16
P03342,R03342,UPI,Failed,129.75
P03343,R03343,Debit Card,Failed,143.84
P03344,R03344,Debit Card,Pending,9.75
P03345,R03345,Debit Card,Failed,38.77
P03346,R03346,Credit Card,Failed,8.84
P03347,R03347,UPI,Pending,51.84
P03348,R03348,Credit Card,Failed,17.27
P03349,R03349,Credit Card,Success,66.47
P03350,R03350,Credit Card,Success,149.74
P03351,R03351,Credit Card,Success,55.28
P03352,R03352,Cash,Pending,42.93
P03353,R03353,UPI,Failed,101.42
P03354,R03354,Debit Card,Failed,89.84
P03355,R03355,Credit Card,Success,57.87
P03356,R03356,UPI,Success,141.61
P03357,R03357,UPI,Pending,130.35
P03358,R03358,UPI,Pending,56.5
P03359,R03359,Debit Card,Pending,147.01
P03360,R03360,Debit Card,Failed,96.07
P03361,R03361,Credit Card,Failed,70.52
P03362,R03362,UPI,Pending,107.83
P03363,R03363,UPI,Pending,61.15
P03364,R03364,Debit Card,Success,20.97
P03365,R03365,Cash,Success,44.39
P03366,R03366,Credit Card,Failed,61.43
P03367,R03367,Debit Card,Failed,118.87
P03368,R03368,UPI,Pending,89.95
P03369,R03369,Cash,Pending,54.94
P03370,R03370,Credit Card,Pending,5.37
P03371,R03371,Cash,Pending,142.26
P03372,R03372,Credit Card,Pending,32.08
P03373,R03373,Credit Card,Failed,141.55
P03374,R03374,Credit Card,Pending,19.31
