ride_id,customer_id,driver_id,pickup_datetime,drop_datetime,pickup_location,drop_location,distance_km,fare,payment_method,ride_status
R00193,C0552,D0267,2026-04-16 08:00:04.152761,2026-04-16 08:27:04.152761,Airport,Metro Station,27.35,583.3,Cash,Completed
R00194,C0590,D0383,2026-03-15 12:51:04.152782,2026-03-15 13:56:04.152782,IT Park,City Center,2.44,94.92,Debit Card,Completed
R00195,C0583,D0460,2025-09-10 14:31:04.152803,2025-09-10 15:52:04.152803,City Center,Residential Area,29.65,607.7,Debit Card,Cancelled
R00196,C0157,D0074,2026-02-15 10:41:04.152824,2026-02-15 11:55:04.152824,City Center,Mall,15.6,317.8,Credit Card,Completed
R00197,C0972,D0107,2026-03-05 08:44:04.152846,2026-03-05 09:53:04.152846,University,Metro Station,7.56,224.08,Cash,Completed
R00198,C0615,D0038,2026-04-12 15:16:04.152870,2026-04-12 16:16:04.152870,Railway Station,Metro Station,17.18,392.24,UPI,Cancelled
R00199,C0664,D0164,2025-11-30 01:45:04.152894,2025-11-30 03:04:04.152894,IT Park,City Center,15.4,350.2,Cash,Completed
R00200,C0742,D0150,2025-11-15 07:23:04.152915,2025-11-15 07:36:04.152915,IT Park,Airport,15.79,308.22,UPI,Cancelled
R00201,C0667,D0096,2026-02-13 04:24:04.152936,2026-02-13 05:18:04.152936,Residential Area,Metro Station,11.89,252.02,Cash,Cancelled
R00202,C0432,D0370,2026-01-22 13:57:04.152958,2026-01-22 15:06:04.152958,Residential Area,Airport,6.45,163.1,Credit Card,Completed
R00203,C0917,D0349,2026-07-19 05:18:04.152979,2026-07-19 06:24:04.152979,Residential Area,Railway Station,16.93,362.74,UPI,Completed
R00204,C0554,D0100,2025-09-27 02:23:04.153000,2025-09-27 03:47:04.153000,City Center,Airport,8.55,242.9,UPI,Completed
R00205,C0509,D0088,2026-07-05 04:55:04.153021,2026-07-05 05:11:04.153021,Metro Station,Airport,23.4,456.2,Cash,Cancelled
R00206,C0367,D0013,2026-07-26 17:28:04.153043,2026-07-26 17:53:04.153043,Hospital,City Center,14.9,295.2,UPI,Completed
R00207,C0221,D0493,2026-03-17 14:27:04.153065,2026-03-17 15:50:04.153065,City Center,University,13.23,259.14,Cash,Completed
R00208,C0490,D0079,2026-07-29 04:06:04.153093,2026-07-29 05:26:04.153093,IT Park,Mall,20.23,462.14,Cash,Completed
R00209,C0880,D0154,2025-11-29 12:59:04.153115,2025-11-29 13:27:04.153115,University,Metro Station,6.42,149.56,Cash,Cancelled
R00210,C0757,D0045,2026-03-10 16:32:04.153136,2026-03-10 17:38:04.153136,Metro Station,University,17.56,380.08,UPI,Completed
R00211,C0732,D0059,2026-05-23 17:54:04.153157,2026-05-23 18:51:04.153157,Bus Stand,Mall,28.12,545.16,Debit Card,Cancelled
R00212,C0207,D0436,2026-04-22 21:26:04.153177,2026-04-22 22:41:04.153177,Residential Area,Residential Area,13.88,332.84,UPI,Cancelled
R00213,C0566,D0164,2025-09-18 21:46:04.153198,2025-09-18 22:47:04.153198,Mall,Airport,23.13,447.34,UPI,Cancelled
R00214,C0175,D0406,2026-06-22 17:23:04.153228,2026-06-22 18:35:04.153228,Airport,City Center,28.64,549.52,Credit Card,Cancelled
R00215,C0372,D0314,2026-02-11 09:16:04.153256,2026-02-11 10:25:04.153256,Metro Station,Metro Station,8.25,197.5,UPI,Completed
R00216,C0985,D0256,2026-04-04 15:13:04.153278,2026-04-04 16:39:04.153278,Airport,Railway Station,5.55,150.9,Cash,Completed
R00217,C0603,D0204,2026-07-11 04:05:04.153299,2026-07-11 05:19:04.153299,Residential Area,IT Park,5.35,172.3,Debit Card,Completed
R00218,C0588,D0232,2025-11-07 13:40:04.153323,2025-11-07 15:01:04.153323,Mall,IT Park,10.15,249.7,Cash,Completed
R00219,C0850,D0380,2025-09-14 23:48:04.153345,2025-09-15 00:10:04.153345,IT Park,Residential Area,26.46,543.28,Cash,Completed
R00220,C0167,D0469,2025-10-20 22:37:04.153366,2025-10-20 23:53:04.153366,Hospital,Airport,13.67,308.06,Credit Card,Cancelled
R00221,C0989,D0416,2026-01-01 11:53:04.153389,2026-01-01 13:16:04.153389,IT Park,City Center,24.17,461.06,Credit Card,Completed
R00222,C0260,D0367,2025-08-26 17:21:04.153410,2025-08-26 17:38:04.153410,Railway Station,Hospital,15.77,334.86,Credit Card,Cancelled
R00223,C0832,D0385,2025-09-23 06:39:04.153431,2025-09-23 07:35:04.153431,IT Park,Airport,15.17,365.06,Credit Card,Cancelled
R00224,C0012,D0065,2026-05-10 05:19:04.153452,2026-05-10 06:16:04.153452,Metro Station,Bus Stand,20.1,436.8,Cash,Cancelled
R00225,C0720,D0107,2026-05-18 18:50:04.153473,2026-05-18 19:24:04.153473,Mall,Railway Station,8.83,181.94,Credit Card,Cancelled
R00226,C0142,D0409,2026-05-29 19:52:04.153494,2026-05-29 20:51:04.153494,Airport,City Center,26.83,540.94,Cash,Cancelled
R00227,C0199,D0086,2025-10-18 15:46:04.153515,2025-10-18 17:12:04.153515,City Center,City Center,17.69,400.42,Cash,Completed
R00228,C0755,D0057,2025-08-04 17:40:04.153543,2025-08-04 18:07:04.153543,IT Park,Railway Station,28.64,596.52,Cash,Cancelled
R00229,C0956,D0011,2026-04-20 20:08:04.153566,2026-04-20 21:06:04.153566,Airport,IT Park,9.3,196.4,Debit Card,Cancelled
R00230,C0233,D0315,2026-02-18 20:42:04.153587,2026-02-18 21:04:04.153587,Residential Area,Bus Stand,21.22,468.96,Cash,Completed
R00231,C0863,D0416,2025-12-01 01:26:04.153609,2025-12-01 02:04:04.153609,IT Park,University,9.31,250.58,Debit Card,Completed
R00232,C0482,D0364,2025-10-14 09:10:04.153631,2025-10-14 09:36:04.153631,Residential Area,Hospital,17.57,405.26,Cash,Completed
R00233,C0194,D0356,2026-03-10 02:34:04.153652,2026-03-10 03:42:04.153652,City Center,Mall,15.35,344.3,Cash,Cancelled
R00234,C0196,D0416,2025-09-05 23:50:04.153674,2025-09-06 00:37:04.153674,Mall,University,15.04,334.72,Cash,Completed
R00235,C0349,D0129,2025-08-06 16:32:04.153698,2025-08-06 17:37:04.153698,IT Park,Metro Station,22.31,477.58,Cash,Cancelled
R00236,C0915,D0182,2025-12-29 02:42:04.153719,2025-12-29 03:06:04.153719,Mall,Railway Station,26.23,572.14,Debit Card,Cancelled
R00237,C0087,D0413,2026-01-12 16:27:04.153740,2026-01-12 17:08:04.153740,Bus Stand,Residential Area,29.13,604.34,Credit Card,Cancelled
R00238,C0206,D0287,2026-06-07 11:35:04.153763,2026-06-07 12:12:04.153763,University,IT Park,16.72,329.96,Cash,Completed
R00239,C0169,D0099,2026-01-05 16:21:04.153784,2026-01-05 17:51:04.153784,University,Hospital,5.46,156.28,UPI,Cancelled
R00240,C0831,D0398,2025-12-29 16:05:04.153805,2025-12-29 16:57:04.153805,Hospital,Metro Station,2.79,81.22,UPI,Cancelled
R00241,C0625,D0148,2025-11-04 00:01:04.153827,2025-11-04 00:13:04.153827,Metro Station,Mall,4.65,171.7,Cash,Cancelled
R00242,C0806,D0483,2026-04-30 07:39:04.153849,2026-04-30 07:50:04.153849,IT Park,Airport,19.81,412.58,UPI,Completed
R00243,C0466,D0400,2026-04-04 21:07:04.153871,2026-04-04 21:24:04.153871,Railway Station,Mall,23.24,476.32,Debit Card,Completed
R00244,C0390,D0413,2026-02-26 01:00:04.153892,2026-02-26 01:39:04.153892,University,Bus Stand,29.9,564.2,UPI,Completed
R00245,C0372,D0424,2026-01-04 20:03:04.153913,2026-01-04 20:32:04.153913,City Center,Metro Station,19.36,442.48,Cash,Completed
R00246,C0923,D0280,2026-02-27 07:53:04.153934,2026-02-27 08:03:04.153934,Railway Station,City Center,15.04,305.72,Cash,Cancelled
R00247,C0937,D0459,2025-12-20 12:15:04.153955,2025-12-20 13:07:04.153955,Residential Area,Railway Station,13.44,314.92,Credit Card,Cancelled
R00248,C0937,D0408,2026-06-20 15:18:04.153986,2026-06-20 16:11:04.153986,Railway Station,IT Park,11.09,299.62,Cash,Completed
R00249,C0895,D0365,2025-08-25 05:56:04.154008,2025-08-25 06:23:04.154008,Airport,Mall,8.27,231.86,Credit Card,Completed
R00250,C0343,D0325,2026-01-02 07:39:04.154029,2026-01-02 09:03:04.154029,Airport,Bus Stand,12.87,294.66,UPI,Completed
R00251,C0121,D0411,2025-11-23 20:45:04.154051,2025-11-23 21:24:04.154051,Metro Station,Metro Station,26.94,541.92,Debit Card,Cancelled
R00252,C0524,D0199,2026-04-11 06:26:04.154074,2026-04-11 07:52:04.154074,IT Park,City Center,9.09,217.62,Debit Card,Cancelled
R00253,C0746,D0237,2026-04-20 00:13:04.154101,2026-04-20 01:35:04.154101,City Center,University,12.53,284.54,UPI,Cancelled
R00254,C0914,D0172,2026-01-29 16:21:04.154123,2026-01-29 16:55:04.154123,Railway Station,Mall,17.42,334.56,Cash,Cancelled
R00255,C0787,D0227,2025-08-28 11:13:04.154145,2025-08-28 11:31:04.154145,Bus Stand,University,8.89,252.02,Credit Card,Completed
R00256,C0019,D0368,2025-10-09 22:20:04.154169,2025-10-09 22:36:04.154169,Mall,Bus Stand,16.87,364.66,UPI,Completed
R00257,C0375,D0099,2026-03-01 19:14:04.154191,2026-03-01 19:47:04.154191,Residential Area,Bus Stand,16.72,400.96,Credit Card,Cancelled
R00258,C0724,D0171,2026-07-23 15:02:04.154237,2026-07-23 16:04:04.154237,Metro Station,Bus Stand,7.81,238.58,Cash,Completed
R00259,C0193,D0474,2025-09-17 23:16:04.154381,2025-09-18 00:20:04.154381,IT Park,Hospital,14.8,334.4,Credit Card,Completed
R00260,C0754,D0249,2026-06-28 09:45:04.154419,2026-06-28 10:39:04.154419,City Center,City Center,12.75,252.5,UPI,Completed
R00261,C0440,D0492,2026-03-01 17:39:04.154457,2026-03-01 18:14:04.154457,Hospital,Railway Station,26.01,503.18,Cash,Cancelled
R00262,C0098,D0371,2025-09-16 19:21:04.154491,2025-09-16 20:31:04.154491,IT Park,Airport,24.37,512.66,Credit Card,Cancelled
R00263,C0918,D0181,2026-07-13 23:47:04.154525,2026-07-14 00:02:04.154525,Bus Stand,Airport,20.33,403.94,Debit Card,Cancelled
R00264,C0675,D0212,2026-02-02 03:25:04.154564,2026-02-02 03:46:04.154564,Railway Station,Residential Area,29.89,564.02,Cash,Cancelled
R00265,C0419,D0492,2025-12-14 04:04:04.154600,2025-12-14 04:44:04.154600,City Center,Railway Station,23.55,511.9,UPI,Completed
R00266,C0325,D0115,2026-06-23 22:03:04.154634,2026-06-23 23:08:04.154634,Airport,Airport,5.96,189.28,Debit Card,Completed
R00267,C0667,D0462,2026-03-06 02:10:04.154672,2026-03-06 02:30:04.154672,Mall,University,23.0,490.0,Credit Card,Completed
R00268,C0917,D0298,2026-07-08 06:10:04.154717,2026-07-08 06:52:04.154717,Hospital,Bus Stand,15.7,322.6,Credit Card,Completed
R00269,C0743,D0223,2026-04-28 10:03:04.154755,2026-04-28 10:51:04.154755,Railway Station,Metro Station,8.6,203.8,UPI,Cancelled
R00270,C0002,D0259,2026-01-26 15:48:04.154809,2026-01-26 16:21:04.154809,Railway Station,Mall,23.01,450.18,Debit Card,Completed
R00271,C0116,D0478,2025-12-27 17:00:04.154848,2025-12-27 18:15:04.154848,IT Park,Railway Station,25.68,554.24,Credit Card,Completed
R00272,C0487,D0289,2026-05-01 09:04:04.154884,2026-05-01 09:21:04.154884,Hospital,Railway Station,11.88,261.84,Cash,Completed
R00273,C0817,D0159,2026-06-26 08:02:04.154919,2026-06-26 08:51:04.154919,Mall,Bus Stand,28.15,576.7,Cash,Completed
R00274,C0955,D0243,2026-06-24 16:09:04.154954,2026-06-24 17:25:04.154954,Residential Area,Metro Station,13.01,274.18,UPI,Completed
R00275,C0332,D0315,2025-11-02 16:25:04.154996,2025-11-02 16:57:04.154996,Railway Station,Railway Station,28.95,621.1,Credit Card,Cancelled
R00276,C0352,D0492,2025-10-06 14:28:04.155036,2025-10-06 15:41:04.155036,IT Park,Airport,20.32,401.76,Credit Card,Completed
R00277,C0543,D0406,2025-10-18 06:24:04.155074,2025-10-18 07:04:04.155074,IT Park,Hospital,14.94,304.92,Credit Card,Cancelled
R00278,C0394,D0337,2026-03-13 18:38:04.155127,2026-03-13 19:03:04.155127,Metro Station,Bus Stand,23.51,487.18,UPI,Cancelled
R00279,C0714,D0410,2025-10-20 01:01:04.155166,2025-10-20 02:03:04.155166,Hospital,Residential Area,9.33,260.94,Cash,Completed
R00280,C0905,D0056,2025-12-10 16:53:04.155197,2025-12-10 17:27:04.155197,Hospital,Bus Stand,11.24,278.32,UPI,Completed
R00281,C0090,D0241,2025-11-03 01:20:04.155250,2025-11-03 02:38:04.155250,Hospital,Railway Station,23.36,473.48,UPI,Cancelled
R00282,C0053,D0163,2026-03-04 08:42:04.155287,2026-03-04 09:23:04.155287,Bus Stand,Residential Area,26.04,493.72,UPI,Completed
R00283,C0710,D0396,2025-12-17 01:31:04.155320,2025-12-17 01:48:04.155320,Metro Station,IT Park,15.32,331.76,Credit Card,Cancelled
R00284,C0927,D0362,2025-12-05 04:13:04.155360,2025-12-05 04:39:04.155360,Residential Area,IT Park,6.85,199.3,Debit Card,Completed
R00285,C0176,D0274,2026-06-06 21:50:04.155401,2026-06-06 22:28:04.155401,City Center,Hospital,9.76,245.68,Debit Card,Cancelled
R00286,C0709,D0174,2026-08-02 01:20:04.155434,2026-08-02 01:32:04.155434,Railway Station,IT Park,9.93,214.74,Credit Card,Completed
R00287,C0752,D0200,2026-07-26 14:38:04.155468,2026-07-26 15:22:04.155468,Hospital,Residential Area,11.3,285.4,Debit Card,Completed
R00288,C0299,D0358,2025-10-15 22:37:04.155507,2025-10-16 00:02:04.155507,Hospital,Mall,7.16,202.88,Cash,Completed
R00289,C0413,D0404,2025-08-10 01:03:04.155540,2025-08-10 01:19:04.155540,Mall,City Center,19.21,410.78,UPI,Completed
R00290,C0776,D0400,2026-02-17 17:21:04.155573,2026-02-17 17:31:04.155573,Residential Area,Railway Station,12.15,310.7,UPI,Completed
R00291,C0467,D0169,2025-11-29 02:03:04.155607,2025-11-29 03:08:04.155607,Railway Station,Residential Area,24.7,503.6,Cash,Cancelled
R00292,C0190,D0485,2026-06-10 16:08:04.155681,2026-06-10 16:37:04.155681,Railway Station,Metro Station,8.61,209.98,Credit Card,Completed
R00293,C0950,D0471,2026-04-28 11:44:04.155750,2026-04-28 12:47:04.155750,University,Hospital,28.11,529.98,UPI,Completed
R00294,C0023,D0182,2025-12-07 13:21:04.155790,2025-12-07 14:20:04.155790,Bus Stand,City Center,10.43,228.74,Credit Card,Completed
R00295,C0742,D0130,2026-01-05 18:21:04.155827,2026-01-05 18:45:04.155827,Bus Stand,Metro Station,18.63,393.34,Debit Card,Completed
R00296,C0901,D0352,2026-03-23 00:53:04.155867,2026-03-23 02:07:04.155867,Residential Area,Residential Area,29.1,564.8,Credit Card,Cancelled
R00297,C0685,D0010,2026-04-15 14:45:04.155904,2026-04-15 14:55:04.155904,Residential Area,Railway Station,27.87,531.66,Credit Card,Cancelled
R00298,C0802,D0375,2026-06-20 11:03:04.155949,2026-06-20 12:01:04.155949,Hospital,Railway Station,26.92,556.56,UPI,Completed
R00299,C0322,D0402,2026-05-17 19:35:04.155989,2026-05-17 20:34:04.155989,City Center,Bus Stand,10.6,230.8,Debit Card,Cancelled
R00300,C0015,D0489,2026-07-06 00:05:04.156023,2026-07-06 01:33:04.156023,Mall,Bus Stand,27.88,526.84,UPI,Cancelled
R00301,C0986,D0436,2026-02-13 10:02:04.156057,2026-02-13 10:22:04.156057,University,University,11.2,254.6,Credit Card,Cancelled
R00302,C0871,D0430,2025-12-17 13:07:04.156099,2025-12-17 14:11:04.156099,Railway Station,Airport,15.65,343.7,Cash,Cancelled
R00303,C0272,D0068,2026-03-28 09:30:04.156132,2026-03-28 10:08:04.156132,Metro Station,Hospital,3.94,152.92,Debit Card,Completed
R00304,C0830,D0494,2025-09-30 10:43:04.156168,2025-09-30 10:54:04.156168,Mall,City Center,29.28,619.04,Debit Card,Completed
R00305,C0775,D0304,2026-07-11 01:44:04.156206,2026-07-11 02:05:04.156206,Railway Station,Railway Station,25.35,539.3,UPI,Cancelled
R00306,C0650,D0040,2026-01-02 14:56:04.156259,2026-01-02 16:10:04.156259,Bus Stand,Railway Station,6.32,212.76,UPI,Completed
R00307,C0761,D0340,2026-04-22 21:16:04.156295,2026-04-22 21:54:04.156295,Residential Area,Airport,15.15,358.7,UPI,Cancelled
R00308,C0519,D0492,2025-10-22 18:19:04.156339,2025-10-22 19:28:04.156339,IT Park,IT Park,29.19,555.42,Credit Card,Cancelled
R00309,C0226,D0407,2026-02-19 18:06:04.156376,2026-02-19 18:39:04.156376,Residential Area,Railway Station,13.91,337.38,Credit Card,Completed
R00310,C0773,D0054,2026-03-19 00:27:04.156416,2026-03-19 00:44:04.156416,Residential Area,University,26.32,572.76,Credit Card,Completed
R00311,C0551,D0415,2025-12-31 18:23:04.156452,2025-12-31 19:07:04.156452,Mall,Airport,13.3,298.4,UPI,Completed
R00312,C0456,D0072,2026-03-21 01:23:04.156497,2026-03-21 02:47:04.156497,Airport,Residential Area,18.03,382.54,UPI,Completed
R00313,C0319,D0016,2026-01-18 00:54:04.156572,2026-01-18 01:16:04.156572,Railway Station,Metro Station,4.92,156.56,UPI,Completed
R00314,C0218,D0115,2026-04-14 14:33:04.156608,2026-04-14 14:54:04.156608,City Center,Railway Station,9.05,248.9,Debit Card,Cancelled
R00315,C0068,D0042,2026-03-19 15:19:04.156641,2026-03-19 16:06:04.156641,City Center,Hospital,11.88,240.84,UPI,Cancelled
R00316,C0309,D0441,2026-02-24 11:31:04.156681,2026-02-24 12:23:04.156681,IT Park,Railway Station,14.98,361.64,Credit Card,Cancelled
R00317,C0954,D0136,2025-10-27 06:28:04.156717,2025-10-27 07:14:04.156717,City Center,University,9.83,213.94,Cash,Completed
R00318,C0272,D0364,2025-12-16 16:26:04.156760,2025-12-16 17:04:04.156760,Hospital,Railway Station,29.3,555.4,Credit Card,Cancelled
R00319,C0795,D0107,2026-07-13 22:17:04.156793,2026-07-13 22:53:04.156793,Metro Station,IT Park,5.66,122.88,UPI,Cancelled
R00320,C0571,D0220,2026-04-25 14:47:04.156825,2026-04-25 15:09:04.156825,City Center,Metro Station,11.41,233.38,Cash,Cancelled
R00321,C0194,D0321,2025-08-28 03:15:04.156858,2025-08-28 04:19:04.156858,Mall,Railway Station,5.89,126.02,Cash,Completed
R00322,C0469,D0195,2025-12-06 19:40:04.156895,2025-12-06 20:32:04.156895,Residential Area,Airport,18.41,426.38,Credit Card,Completed
R00323,C0906,D0014,2025-08-07 12:14:04.156936,2025-08-07 13:44:04.156936,City Center,Metro Station,4.95,141.1,UPI,Cancelled
R00324,C0343,D0033,2026-03-18 19:24:04.156970,2026-03-18 20:17:04.156970,Residential Area,Hospital,19.44,441.92,UPI,Cancelled
R00325,C0711,D0081,2026-01-07 00:12:04.157004,2026-01-07 01:29:04.157004,Railway Station,Railway Station,29.36,552.48,Cash,Completed
R00326,C0583,D0490,2026-04-19 23:58:04.157039,2026-04-20 00:10:04.157039,IT Park,Hospital,24.63,486.34,Debit Card,Completed
R00327,C0779,D0236,2026-02-02 05:01:04.157073,2026-02-02 05:27:04.157073,Railway Station,Railway Station,3.17,138.06,Credit Card,Cancelled
R00328,C0343,D0190,2025-12-03 20:34:04.157127,2025-12-03 21:56:04.157127,City Center,Railway Station,22.61,475.98,Cash,Completed
R00329,C0770,D0385,2025-11-16 11:44:04.157167,2025-11-16 12:12:04.157167,City Center,Bus Stand,10.79,276.22,UPI,Cancelled
R00330,C0539,D0311,2025-10-28 22:10:04.157204,2025-10-28 23:28:04.157204,Mall,IT Park,24.45,510.1,Debit Card,Cancelled
R00331,C0818,D0305,2026-07-02 11:22:04.157257,2026-07-02 12:08:04.157257,Bus Stand,Residential Area,19.46,385.28,Credit Card,Completed
R00332,C0358,D0082,2026-04-07 16:57:04.157291,2026-04-07 17:34:04.157291,Airport,Railway Station,23.47,478.46,Cash,Completed
R00333,C0404,D0164,2026-01-27 23:18:04.157324,2026-01-27 23:30:04.157324,Hospital,Airport,11.23,254.14,Cash,Completed
R00334,C0038,D0289,2025-12-31 21:34:04.157359,2025-12-31 22:37:04.157359,Hospital,City Center,4.77,152.86,Debit Card,Cancelled
R00335,C0872,D0012,2026-06-17 12:17:04.157395,2026-06-17 12:43:04.157395,Hospital,Residential Area,19.18,424.24,Credit Card,Cancelled
R00336,C0333,D0263,2026-07-16 08:17:04.157428,2026-07-16 09:21:04.157428,Bus Stand,Airport,18.29,411.22,UPI,Cancelled
R00337,C0935,D0375,2026-01-30 10:20:04.157461,2026-01-30 10:38:04.157461,Airport,Hospital,10.23,232.14,UPI,Cancelled
R00338,C0746,D0021,2025-12-25 23:35:04.157502,2025-12-26 00:43:04.157502,Metro Station,University,25.3,537.4,Debit Card,Completed
R00339,C0326,D0330,2025-11-25 09:07:04.157539,2025-11-25 09:46:04.157539,University,Airport,16.13,384.34,Debit Card,Cancelled
R00340,C0693,D0157,2025-09-16 08:15:04.157569,2025-09-16 09:11:04.157569,Airport,Residential Area,5.03,168.54,UPI,Cancelled
R00341,C0143,D0250,2026-02-27 04:24:04.157609,2026-02-27 04:43:04.157609,Mall,Metro Station,12.75,291.5,Credit Card,Cancelled
R00342,C0850,D0063,2026-04-19 04:16:04.157641,2026-04-19 04:56:04.157641,Mall,Hospital,23.9,477.2,Debit Card,Completed
R00343,C0400,D0054,2025-11-22 08:30:04.157663,2025-11-22 09:31:04.157663,Metro Station,Hospital,22.94,456.92,Debit Card,Cancelled
R00344,C0402,D0253,2025-09-13 16:33:04.157698,2025-09-13 17:14:04.157698,Residential Area,Bus Stand,12.39,289.02,Credit Card,Completed
R00345,C0905,D0127,2026-05-26 06:54:04.157734,2026-05-26 07:04:04.157734,City Center,Metro Station,24.64,533.52,UPI,Completed
R00346,C0374,D0085,2026-07-19 20:49:04.157757,2026-07-19 21:52:04.157757,Bus Stand,Residential Area,9.51,193.18,Credit Card,Completed
R00347,C0652,D0100,2026-01-04 02:50:04.157783,2026-01-04 03:07:04.157783,Bus Stand,Airport,23.03,443.54,UPI,Cancelled
R00348,C0042,D0017,2026-05-03 02:31:04.157808,2026-05-03 03:07:04.157808,City Center,IT Park,13.1,310.8,Credit Card,Completed
R00349,C0371,D0428,2025-09-07 12:42:04.157830,2025-09-07 13:34:04.157830,Residential Area,Metro Station,11.29,275.22,Cash,Cancelled
R00350,C0445,D0440,2026-01-15 18:33:04.157852,2026-01-15 19:25:04.157852,IT Park,Railway Station,5.05,177.9,Credit Card,Cancelled
R00351,C0292,D0038,2026-07-29 14:49:04.157873,2026-07-29 15:47:04.157873,Railway Station,Metro Station,29.74,631.32,Cash,Completed
R00352,C0369,D0263,2025-08-03 08:55:04.157895,2025-08-03 10:17:04.157895,City Center,Airport,2.03,120.54,UPI,Cancelled
R00353,C0495,D0020,2025-10-22 22:39:04.157916,2025-10-22 23:47:04.157916,City Center,Airport,5.84,130.12,UPI,Cancelled
R00354,C0581,D0483,2025-11-18 18:29:04.157939,2025-11-18 19:28:04.157939,Mall,Airport,28.72,552.96,UPI,Completed
R00355,C0128,D0232,2025-10-20 15:16:04.157960,2025-10-20 16:09:04.157960,Airport,IT Park,15.56,306.08,UPI,Cancelled
R00356,C0736,D0295,2026-06-28 00:02:04.157982,2026-06-28 00:36:04.157982,Bus Stand,Airport,15.86,327.48,Debit Card,Cancelled
R00357,C0848,D0345,2026-01-31 12:38:04.158004,2026-01-31 13:32:04.158004,Metro Station,Hospital,2.41,131.38,UPI,Cancelled
R00358,C0317,D0194,2025-12-14 01:54:04.158029,2025-12-14 02:31:04.158029,IT Park,Bus Stand,17.57,409.26,UPI,Cancelled
